WordItem,WordColor,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcome.started,keyWelcome.started,WelcomeScreen.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,BlankScreen.started,textBlank.started,textBlank.stopped,BlankScreen.stopped,Instructions.started,textInstructions.started,keyInstructions.started,Instructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.duration,StudyTrials.started,textStudyTrials.started,StudyTrials.stopped,WaitScreen.started,textWaitScreen.started,keyWaitScreen.started,WaitScreen.stopped,keyWaitScreen.keys,keyWaitScreen.rt,keyWaitScreen.duration,blank_screen.started,textblank.started,textblank.stopped,blank_screen.stopped,y_n_screen.started,text_y_n_screen.started,key_y_n.started,y_n_screen.stopped,key_y_n.keys,key_y_n.rt,key_y_n.duration,BlankScreen_2.started,text_blankscreen.started,text_blankscreen.stopped,BlankScreen_2.stopped,TestTrials.started,textTestTrials.started,key_resp.started,TestTrials.stopped,trials_2.key_resp.keys,trials_2.key_resp.rt,trials_2.key_resp.duration,EndScreen.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.905308899993543,21.91875230000005,22.418856399992364,22.403457499996875,,,,,,,,,,,,,,,,,,,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.403548000002047,22.418856399992364,22.418856399992364,29.03713899999275,space,6.611571100002038,None,,,,,,,,,,,,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.037260199998855,29.051355599993258,29.554714600002626,29.53694269999687,,,,,,,,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
joyous,yellow,0,0,0,y,3.4516093999991426,None,,,,,0,0,0,4,29.554714600002626,,,,,,,,,33.0213545000006,33.03451359999599,33.534448699996574,33.5194252999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.550340000001597,29.554714600002626,29.554714600002626,33.02121029999398,y,3.4516093999991426,None,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
vexed,blue,1,1,0,y,0.9625115999951959,None,,,,,0,1,1,2,33.534448699996574,,,,,,,,,34.50384979999217,34.51798239999334,35.01776419999078,35.002830400000676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.523430599991116,33.534448699996574,33.534448699996574,34.50374230000307,y,0.9625115999951959,None,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
ashamed,None,2,2,0,y,1.6172770999983186,None,,,,,0,2,2,8,35.01776419999078,,,,,,,,,36.63751040000352,36.650906099996064,37.15084339999885,37.136292299997876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.01007799999206,35.01776419999078,35.01776419999078,36.6373969999986,y,1.6172770999983186,None,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
depression,blue,3,3,0,y,1.1830377000005683,None,,,,,0,3,3,1,37.15084339999885,,,,,,,,,38.33713960000023,38.350916499999585,38.85064730000158,38.83575440000277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.14277969999239,37.15084339999885,37.15084339999885,38.337022599997,y,1.1830377000005683,None,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
content,yellow,4,4,0,y,0.9588373000005959,None,,,,,0,4,4,5,38.85064730000158,,,,,,,,,39.82119729999977,39.83397239999613,40.33385349999298,40.31979270000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.839530500001274,38.85064730000158,38.85064730000158,39.82105969999975,y,0.9588373000005959,None,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
calm,None,5,5,0,n,1.4289946000062628,None,,,,,0,5,5,10,40.33385349999298,,,,,,,,,41.76959219999844,41.78434699999343,42.283992899989244,42.269678299999214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3243128000031,40.33385349999298,40.33385349999298,41.76948449999327,n,1.4289946000062628,None,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
aggravated,None,6,6,0,n,1.67707099999825,None,,,,,0,6,6,9,42.283992899989244,,,,,,,,,43.97039489999588,43.983716799994,44.4838185999979,44.46981640000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.27521959999285,42.283992899989244,42.283992899989244,43.97026119999646,n,1.67707099999825,None,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
delighted,None,7,7,0,n,0.9849575999978697,None,,,,,0,7,7,11,44.4838185999979,,,,,,,,,45.48641460000363,45.50055009999778,46.00037909999082,45.98611759999767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.47487679999904,44.4838185999979,44.4838185999979,45.4862878999993,n,0.9849575999978697,None,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
jealous,,8,8,0,n,0.9950944000011077,None,,,,,0,8,8,6,46.00037909999082,,,,,,,,,47.00448599999072,47.01705689998926,47.51707039999019,47.501992199991946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.99067220000143,46.00037909999082,46.00037909999082,47.00414920000185,n,0.9950944000011077,None,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
anxiety,blue,9,9,0,y,0.8992392000072869,None,,,,,0,9,9,0,47.51707039999019,,,,,,,,,48.420213599994895,48.43380679999245,48.93356119999953,48.9193624999898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.50663920000079,47.51707039999019,47.51707039999019,48.42008339999302,y,0.8992392000072869,None,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
excited,yellow,10,10,0,n,1.335048299995833,None,,,,,0,10,10,3,48.93356119999953,,,,,,,,,50.28668459999608,50.300523600002634,50.80042319999484,50.784563699999126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.923962799992296,48.93356119999953,48.93356119999953,50.28654329999699,n,1.335048299995833,None,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
fascinated,None,11,11,0,n,1.0701814999920316,None,,,,,0,11,11,7,50.80042319999484,,,,,,,,,51.88610370000242,51.900256900000386,52.4003143000009,52.38525789999403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.78849609999452,50.80042319999484,50.80042319999484,51.88598479999928,n,1.0701814999920316,None,,,867870,001,2024-12-01_22h12.25.618,short term memory,2024.2.4,59.98969377244595,2024-12-01 22h12.33.235187 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.38547799999651,52.4003143000009,,,,,,,,
