WordItem,WordColor,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcome.started,keyWelcome.started,WelcomeScreen.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,BlankScreen.started,textBlank.started,textBlank.stopped,BlankScreen.stopped,Instructions.started,textInstructions.started,keyInstructions.started,Instructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.duration,StudyTrials.started,textStudyTrials.started,StudyTrials.stopped,WaitScreen.started,textWaitScreen.started,keyWaitScreen.started,WaitScreen.stopped,keyWaitScreen.keys,keyWaitScreen.rt,keyWaitScreen.duration,blank_screen.started,textblank.started,textblank.stopped,blank_screen.stopped,y_n_screen.started,text_y_n_screen.started,key_y_n.started,y_n_screen.stopped,key_y_n.keys,key_y_n.rt,key_y_n.duration,BlankScreen_2.started,text_blankscreen.started,text_blankscreen.stopped,BlankScreen_2.stopped,TestTrials.started,textTestTrials.started,key_resp.started,TestTrials.stopped,trials_2.key_resp.keys,trials_2.key_resp.rt,trials_2.key_resp.duration,EndScreen.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.80421750000096,21.81716440001037,22.317272300002514,22.302350700003444,,,,,,,,,,,,,,,,,,,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.302462699997704,22.317272300002514,22.317272300002514,24.06909980000637,space,1.7447766000113916,None,,,,,,,,,,,,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.069187800007057,24.08348040000419,24.585920900004567,24.56869810000353,,,,,,,,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
aggravated,None,0,0,0,y,1.4802793999988353,None,,,,,0,0,0,9,24.585920900004567,,,,,,,,,26.070257300001686,26.083554099997855,26.58340770000359,26.568199100001948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.581674400003976,24.585920900004567,24.585920900004567,26.070129600004293,y,1.4802793999988353,None,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
anxiety,blue,1,1,0,y,1.209945800001151,None,,,,,0,1,1,0,26.58340770000359,,,,,,,,,27.8031517000054,27.81703330000164,28.316739600006258,28.302569400009816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.57225599999947,26.58340770000359,26.58340770000359,27.80302630001097,y,1.209945800001151,None,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
joyous,yellow,2,2,0,y,0.9378463000030024,None,,,,,0,2,2,4,28.316739600006258,,,,,,,,,29.270339499998954,29.28336610000406,29.783256900002016,29.768353999999817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.30763250000018,28.316739600006258,28.316739600006258,29.270159500010777,y,0.9378463000030024,None,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
jealous,,3,3,0,n,1.3237586000032024,None,,,,,0,3,3,6,29.783256900002016,,,,,,,,,31.119103900011396,31.133467200008454,31.633192400011467,31.61860760000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.773216000001412,29.783256900002016,29.783256900002016,31.118975400007912,n,1.3237586000032024,None,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
content,yellow,4,4,0,y,0.9259135000029346,None,,,,,0,4,4,5,31.633192400011467,,,,,,,,,32.57004580000648,32.583111600004486,33.08297240000684,33.06810410000617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.623299300001236,31.633192400011467,31.633192400011467,32.5699203999975,y,0.9259135000029346,None,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
excited,yellow,5,5,0,y,1.29280270000163,None,,,,,0,5,5,3,33.08297240000684,,,,,,,,,34.386713200001395,34.39981070000795,34.899376200002735,34.88407770000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.07212050000089,33.08297240000684,33.08297240000684,34.38658540000324,y,1.29280270000163,None,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
fascinated,None,6,6,0,y,0.877964700004668,None,,,,,0,6,6,7,34.899376200002735,,,,,,,,,35.7855772000039,35.79971770000702,36.299696500005666,36.28479600000719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.888825000001816,34.899376200002735,34.899376200002735,35.78545789999771,y,0.877964700004668,None,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
calm,None,7,7,0,y,1.184860800000024,None,,,,,0,7,7,10,36.299696500005666,,,,,,,,,37.50205160000769,37.51628619999974,38.01609499999904,38.001665200004936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.290870700002415,36.299696500005666,36.299696500005666,37.5019314000092,y,1.184860800000024,None,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
delighted,None,8,8,0,n,1.1608279000065522,None,,,,,0,8,8,11,38.01609499999904,,,,,,,,,39.18587490000937,39.19949549999728,39.699349600006826,39.68483670000569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.00661969999783,38.01609499999904,38.01609499999904,39.18575000000419,n,1.1608279000065522,None,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
ashamed,None,9,9,0,y,1.3884317000047304,None,,,,,0,9,9,8,39.699349600006826,,,,,,,,,41.10258310000063,41.116290100006154,41.615734999999404,41.60078560000693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.68975760000467,39.699349600006826,39.699349600006826,41.102469300007215,y,1.3884317000047304,None,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
depression,blue,10,10,0,y,1.024699800007511,None,,,,,0,10,10,1,41.615734999999404,,,,,,,,,42.65215910000552,42.66629880000255,43.16579490000731,43.151831100010895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.60495120000269,41.615734999999404,41.615734999999404,42.652031300007366,y,1.024699800007511,None,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
vexed,blue,11,11,0,y,0.7093918999889866,None,,,,,0,11,11,2,43.16579490000731,,,,,,,,,43.88488940001116,43.89944320000359,44.39936320000561,44.38429960000212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.15686360000109,43.16579490000731,43.16579490000731,43.884779300002265,y,0.7093918999889866,None,,,794674,001,2024-12-01_22h14.07.637,short term memory,2024.2.4,59.949091233159166,2024-12-01 22h14.17.180779 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.38455160000012,44.39936320000561,,,,,,,,
